,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
2192,012200,KR7012200002,계양전기,KOSPI,,1822,2,-1,-0.05,1823,1838,1819,3729,6799453,49599994438,27222829,STK
2193,332370,KR7332370006,아이디피,KOSDAQ,벤처기업부,3735,1,10,0.27,3685,3765,3685,13372,49748755,49577366610,13273726,KSQ
2194,065060,KR7065060006,지엔코,KOSDAQ,중견기업부,459,2,-4,-0.86,463,474,458,51304,23661746,49575692196,108008044,KSQ
2195,036690,KR7036690006,코맥스,KOSDAQ,중견기업부,3110,1,10,0.32,3130,3150,3095,22934,71753090,49464357180,15904938,KSQ
2196,222980,KR7222980005,한국맥널티,KOSDAQ,벤처기업부,4480,1,10,0.22,4470,4525,4455,20639,92868575,49421043840,11031483,KSQ
2197,038950,KR7038950002,파인디지털,KOSDAQ,중견기업부,4840,1,65,1.36,4745,4950,4740,23345,113443315,49420102600,10210765,KSQ
2198,005670,KR7005670005,푸드웰,KOSDAQ,우량기업부,4940,2,-5,-0.1,4950,4970,4925,7273,36010755,49400000000,10000000,KSQ
2199,040160,KR7040160004,누리플렉스,KOSDAQ,우량기업부,4090,2,-25,-0.61,4085,4120,4055,16863,68970270,49307138150,12055535,KSQ
2200,391060,KR7391060001,엔에이치스팩20호,KOSDAQ,SPAC(소속부없음),9580,2,-20,-0.21,9580,9630,9550,30845,295516680,48858000000,5100000,KSQ
2201,33637K,KR733637K010,솔루스첨단소재1우,KOSPI,,2885,1,25,0.87,2855,2910,2795,41306,117935655,48781789910,16908766,STK
2202,053950,KR7053950002,경남제약,KOSDAQ,중견기업부,1370,2,-10,-0.72,1383,1391,1337,237667,325432646,48762960740,35593402,KSQ
2203,363250,KR7363250002,진시스템,KOSDAQ,기술성장기업부,6950,2,-40,-0.57,7180,7180,6830,10671,73706000,48544971600,6984888,KSQ
2204,037760,KR7037760006,쎄니트,KOSDAQ,우량기업부,1434,1,2,0.14,1432,1435,1428,7785,11157489,48516408714,33832921,KSQ
2205,037400,KR7037400009,우리엔터프라이즈,KOSDAQ,중견기업부,1847,2,-5,-0.27,1862,1863,1840,34753,64328389,48434520062,26223346,KSQ
2206,024840,KR7024840001,KBI메탈,KOSDAQ,중견기업부,1425,2,-9,-0.63,1433,1435,1419,58894,84128430,48382359525,33952533,KSQ
2207,012210,KR7012210001,삼미금속,KONEX,일반기업부,1359,3,0,0.0,1359,1359,1359,100,135900,48380243715,35599885,KNX
2208,448900,KR7448900001,한국피아이엠,KONEX,일반기업부,12510,0,0,0.0,0,0,0,0,0,48301110000,3861000,KNX
2209,046310,KR7046310009,백금T&A,KOSDAQ,중견기업부,2940,2,-25,-0.84,2970,2970,2935,21555,63491845,48270804540,16418641,KSQ
2210,368970,KR7368970000,오에스피,KOSDAQ,벤처기업부,5160,2,-40,-0.77,5200,5200,5090,13333,68535970,48226185600,9346160,KSQ
2211,054300,KR7054300009,팬스타엔터프라이즈,KOSDAQ,벤처기업부,714,2,-5,-0.7,719,721,709,185352,132334779,47827929030,66985895,KSQ
2212,010770,KR7010770006,평화홀딩스,KOSPI,,3270,2,-20,-0.61,3290,3310,3270,13843,45497310,47825273820,14625466,STK
2213,005320,KR7005320007,국동,KOSPI,,715,2,-3,-0.42,718,720,711,63064,45167154,47623573855,66606397,STK
2214,356890,KR7356890004,싸이버원,KOSDAQ,벤처기업부,9990,2,-70,-0.7,10090,10090,9910,8261,82357230,47617634700,4766530,KSQ
2215,228340,KR7228340006,동양파일,KOSDAQ,중견기업부,2380,3,0,0.0,2380,2380,2355,5592,13266820,47600000000,20000000,KSQ
2216,015260,KR7015260003,에이엔피,KOSPI,,1055,2,-30,-2.76,1085,1085,1041,120918,127776013,47598323170,45116894,STK
2217,067010,KR7067010009,이씨에스,KOSDAQ,벤처기업부,3870,2,-5,-0.13,3875,3890,3830,27045,104330675,47577780000,12294000,KSQ
2218,131220,KR7131220006,대한과학,KOSDAQ,벤처기업부,6370,2,-80,-1.24,6450,6450,6310,7061,44966220,47485101300,7454490,KSQ
2219,006200,KR7006200000,한국전자홀딩스,KOSPI,,1014,1,4,0.4,1010,1025,1000,119674,121340577,47458379904,46803136,STK
2220,002290,KR7002290005,삼일기업공사,KOSDAQ,중견기업부,3815,1,40,1.06,3790,3905,3775,22027,83667700,47306000000,12400000,KSQ
2221,247660,KR7247660004,나노씨엠에스,KOSDAQ,기술성장기업부,10850,2,-80,-0.73,10850,11030,10790,14881,161909380,47131532000,4343920,KSQ
2222,138070,KR7138070008,신진에스엠,KOSDAQ,중견기업부,2690,2,-15,-0.55,2715,2715,2680,13991,37602765,47083618760,17503204,KSQ
2223,143540,KR7143540003,영우디에스피,KOSDAQ,벤처기업부,1055,2,-11,-1.03,1066,1066,1000,41302,43398722,47052889225,44599895,KSQ
2224,101390,KR7101390003,아이엠,KOSDAQ,중견기업부,5170,2,-20,-0.39,5190,5210,5000,53106,270037620,46807923690,9053757,KSQ
2225,145270,KR7145270005,케이탑리츠,KOSPI,,972,1,2,0.21,976,976,965,39789,38574565,46715072328,48060774,STK
2226,900110,HK0000057197,이스트아시아홀딩스,KOSDAQ,외국기업(소속부없음),108,2,-1,-0.92,108,109,107,725253,78069379,46648661400,431932050,KSQ
2227,003535,KR7003531001,한화투자증권우,KOSPI,,9710,2,-280,-2.8,10160,10160,9710,39208,385962380,46608000000,4800000,STK
2228,263020,KR7263020000,디케이앤디,KOSDAQ,벤처기업부,3020,3,0,0.0,3035,3085,3005,18667,56907495,46436740080,15376404,KSQ
2229,045520,KR7045520004,크린앤사이언스,KOSDAQ,중견기업부,7130,1,60,0.85,7080,7210,7080,11375,81161990,46345000000,6500000,KSQ
2230,123010,KR7123010001,아이윈플러스,KOSDAQ,기술성장기업부,1418,2,-18,-1.25,1439,1439,1409,85944,121781961,46309812556,32658542,KSQ
2231,054180,KR7054180005,메디콕스,KOSDAQ,중견기업부,845,2,-8,-0.94,846,858,837,126009,106304855,46308267980,54802684,KSQ
2232,021650,KR7021650007,한국큐빅,KOSDAQ,중견기업부,2820,2,-15,-0.53,2835,2845,2815,11576,32672505,46108587660,16350563,KSQ
2233,187270,KR7187270004,신화콘텍,KOSDAQ,벤처기업부,4545,2,-70,-1.52,4605,4625,4510,32003,145842040,46103775525,10143845,KSQ
2234,331520,KR7331520007,밸로프,KOSDAQ,중견기업부,903,3,0,0.0,891,910,889,64845,58293833,45930544170,50864390,KSQ
2235,214870,KR7214870008,뉴지랩파마,KOSDAQ,투자주의환기종목(소속부없음),1383,0,0,0.0,0,0,0,0,0,45813404598,33126106,KSQ
2236,021040,KR7021040001,대호특수강,KOSDAQ,중견기업부,4210,1,30,0.72,4185,4215,4175,3123,13102970,45688549270,10852387,KSQ
2237,203450,KR7203450002,유니온커뮤니티,KOSDAQ,벤처기업부,3105,1,60,1.97,3065,3185,3035,56871,176473835,45578316735,14679007,KSQ
2238,221840,KR7221840002,하이즈항공,KOSDAQ,중견기업부,2435,2,-15,-0.61,2515,2515,2400,18889,45724515,45535866035,18700561,KSQ
2239,032750,KR7032750002,삼진,KOSDAQ,우량기업부,5630,1,30,0.54,5640,5650,5570,12980,72949660,45399565580,8063866,KSQ
2240,031860,KR7031860000,에스유홀딩스,KOSDAQ,중견기업부,348,1,62,21.68,332,369,312,67611980,23319936951,45345623220,130303515,KSQ
2241,290560,KR7290560002,신시웨이,KOSDAQ,벤처기업부,12480,1,30,0.24,12400,12590,12280,17843,221457510,45325812480,3631876,KSQ
2242,291810,KR7291810000,핀텔,KOSDAQ,기술성장기업부,3995,2,-55,-1.36,4060,4060,3955,48327,193225365,45318928440,11343912,KSQ
2243,290660,KR7290660000,네오펙트,KOSDAQ,기술성장기업부,1172,2,-18,-1.51,1205,1205,1170,57346,67546093,45296578776,38648958,KSQ
2244,006570,KR7006570006,대림통상,KOSPI,,2975,2,-55,-1.82,3030,3030,2955,4109,12226910,45294375000,15225000,STK
2245,153460,KR7153460001,네이블,KOSDAQ,벤처기업부,6910,2,-130,-1.85,7010,7080,6910,6137,42865890,45122396740,6530014,KSQ
2246,032960,KR7032960007,동일기연,KOSDAQ,중견기업부,11840,2,-170,-1.42,12010,12010,11750,9504,112582630,45068829760,3806489,KSQ
2247,000215,KR7000211003,DL우,KOSPI,,26700,1,400,1.52,26200,26750,26000,574,15103850,45019270500,1686115,STK
2248,403360,KR7403360001,라피치,KONEX,일반기업부,15490,1,1590,11.44,13310,15500,13310,1500,21741330,44982960000,2904000,KNX
2249,006050,KR7006050009,국영지앤엠,KOSDAQ,중견기업부,1289,2,-12,-0.92,1300,1308,1228,114726,147839332,44979968227,34895243,KSQ
2250,448740,KR7448740001,삼성스팩8호,KOSDAQ,SPAC(소속부없음),9630,3,0,0.0,9640,9640,9610,1817,17501870,44914320000,4664000,KSQ
2251,065500,KR7065500001,오리엔트정공,KOSDAQ,중견기업부,1414,1,1,0.07,1413,1429,1400,61666,86935647,44884477568,31742912,KSQ
2252,354390,KR7354390007,바스칸바이오제약,KONEX,일반기업부,6390,0,0,0.0,0,0,0,0,0,44846598330,7018247,KNX
2253,208710,KR7208710004,바이오로그디바이스,KOSDAQ,벤처기업부,715,2,-24,-3.25,733,741,696,182040,130826946,44759238810,62600334,KSQ
2254,080720,KR7080720006,한국유니온제약,KOSDAQ,벤처기업부,5630,2,-30,-0.53,5730,5780,5520,5779,32705310,44531216900,7909630,KSQ
2255,434190,KR7434190005,탈로스,KONEX,일반기업부,6030,2,-80,-1.31,6020,6060,5890,1271,7600900,44437687020,7369434,KNX
2256,232830,KR7232830000,시큐센,KOSDAQ,벤처기업부,3790,2,-10,-0.26,3850,3850,3775,30306,115060745,44371318880,11707472,KSQ
2257,331380,KR7331380006,포커스에이치엔에스,KOSDAQ,벤처기업부,2325,1,30,1.31,2310,2330,2270,131479,302293290,44287953150,19048582,KSQ
2258,006125,KR7006121008,SK디스커버리우,KOSPI,,32600,2,-250,-0.76,32900,33250,32350,3876,126506650,44285633000,1358455,STK
2259,019175,KR7019171008,신풍제약우,KOSPI,,20100,1,980,5.13,19400,20100,19400,2667,53136400,44220000000,2200000,STK
2260,051780,KR7051780005,큐로홀딩스,KOSDAQ,중견기업부,323,2,-1,-0.31,325,327,321,49702,16087255,44064451350,136422450,KSQ
2261,131090,KR7131090003,시큐브,KOSDAQ,벤처기업부,1001,2,-2,-0.2,1003,1009,998,25696,25776374,44044000000,44000000,KSQ
2262,177350,KR7177350006,베셀,KOSDAQ,벤처기업부,551,2,-4,-0.72,555,562,551,734560,406768845,44018281388,79887988,KSQ
2263,051630,KR7051630002,진양화학,KOSPI,,2785,2,-35,-1.24,2860,2860,2760,7706,21381520,44003000000,15800000,STK
2264,119500,KR7119500007,포메탈,KOSDAQ,중견기업부,3710,2,-45,-1.2,3755,3800,3700,253167,946450600,43953230720,11847232,KSQ
2265,114450,KR7114450000,그린생명과학,KOSDAQ,중견기업부,2195,1,15,0.69,2160,2200,2145,13100,28464430,43900000000,20000000,KSQ
2266,456570,KR7456570001,아이엠지티,KONEX,일반기업부,9100,1,100,1.11,9020,9100,9000,1833,16531910,43816272500,4814975,KNX
2267,032980,KR7032980005,바이온,KOSDAQ,중견기업부,1087,1,12,1.12,1205,1205,1083,417367,474340563,43803534680,40297640,KSQ
2268,042940,KR7042940007,상지카일룸,KOSDAQ,중견기업부,414,3,0,0.0,414,420,411,151249,62609656,43658137746,105454439,KSQ
2269,001810,KR7001810001,무림SP,KOSDAQ,중견기업부,1972,1,3,0.15,1969,1980,1956,7189,14104066,43655150000,22137500,KSQ
2270,072950,KR7072950009,빛샘전자,KOSDAQ,벤처기업부,5410,2,-80,-1.46,5560,5560,5330,60785,328412130,43564620100,8052610,KSQ
2271,317120,KR7317120004,라닉스,KOSDAQ,기술성장기업부,4500,2,-30,-0.66,4575,4575,4500,15146,68550550,43470000000,9660000,KSQ
2272,353190,KR7353190002,휴럼,KOSDAQ,중견기업부,1103,1,53,5.05,1050,1154,1050,858834,947490957,43434397260,39378420,KSQ
2273,019660,KR7019660000,글로본,KOSDAQ,중견기업부,1248,1,8,0.65,1250,1288,1210,215578,268638835,43418851008,34790746,KSQ
2274,089530,KR7089530000,에이티세미콘,KOSDAQ,관리종목(소속부없음),600,0,0,0.0,0,0,0,0,0,43367041800,72278403,KSQ
2275,002410,KR7002410009,범양건영,KOSPI,,1746,2,-11,-0.63,1743,1768,1731,54344,94734172,43356640572,24831982,STK
2276,020180,KR7020180006,대신정보통신,KOSDAQ,중견기업부,1128,2,-2,-0.18,1130,1132,1120,107483,121130953,43347816120,38428915,KSQ
2277,380540,KR7380540005,옵티코어,KOSDAQ,벤처기업부,1503,2,-27,-1.76,1528,1528,1494,143328,215882641,43282035288,28797096,KSQ
2278,238200,KR7238200000,비피도,KOSDAQ,기술성장기업부,5280,1,285,5.71,5040,6040,5020,1199069,6663386460,43190400000,8180000,KSQ
2279,051390,KR7051390003,YW,KOSDAQ,중견기업부,3785,1,35,0.93,3760,3800,3740,34499,129793255,42980067880,11355368,KSQ
2280,059100,KR7059100008,아이컴포넌트,KOSDAQ,벤처기업부,6070,2,-80,-1.3,6230,6230,6060,15873,96745770,42920120200,7070860,KSQ
2281,017510,KR7017510009,세명전기,KOSDAQ,중견기업부,2810,3,0,0.0,2810,2820,2800,6682,18790465,42841260000,15246000,KSQ
2282,018680,KR7018680009,서울제약,KOSDAQ,중견기업부,3670,3,0,0.0,3615,3670,3610,7341,26613845,42789700730,11659319,KSQ
2283,000760,KR7000760009,이화산업,KOSPI,,15280,1,80,0.53,15200,15350,15070,280,4241160,42784000000,2800000,STK
2284,121850,KR7121850002,코이즈,KOSDAQ,벤처기업부,1397,1,15,1.09,1380,1425,1371,95754,133762789,42768002475,30614175,KSQ
2285,140610,KR7140610007,엔솔바이오사이언스,KONEX,일반기업부,3940,1,60,1.55,4000,4000,3865,733,2891970,42661587160,10827814,KNX
2286,075130,KR7075130005,플랜티넷,KOSDAQ,벤처기업부,2565,2,-40,-1.54,2590,2605,2540,30854,79382440,42636250800,16622320,KSQ
2287,200580,KR7200580009,메디쎄이,KONEX,일반기업부,11440,1,540,4.95,11490,11490,11440,11,125890,42626343760,3726079,KNX
2288,039310,KR7039310008,세중,KOSDAQ,투자주의환기종목(소속부없음),2350,2,-10,-0.42,2370,2385,2295,13836,32227535,42585917450,18121667,KSQ
2289,071850,KR7071850002,캐스텍코리아,KOSDAQ,중견기업부,2570,1,30,1.18,2505,2585,2500,10150,25817455,42582813160,16569188,KSQ
2290,079170,KR7079170007,한창산업,KOSDAQ,벤처기업부,8140,2,-20,-0.25,8090,8160,8090,5309,43119170,42328000000,5200000,KSQ
2291,093240,KR7093240000,형지엘리트,KOSPI,,1356,1,9,0.67,1347,1359,1340,37770,50897841,42245906088,31154798,STK
2292,005820,KR7005820006,원림,KOSPI,,18370,2,-120,-0.65,18700,18700,18360,844,15547940,42213708900,2297970,STK
2293,016100,KR7016100000,리더스코스메틱,KOSDAQ,중견기업부,2210,1,65,3.03,2145,2220,2135,17342,37491595,42212975740,19100894,KSQ
2294,320000,KR7320000003,윈텍,KOSDAQ,벤처기업부,2280,1,25,1.11,2255,2305,2230,93727,212231485,42178057440,18499148,KSQ
2295,197140,KR7197140007,디지캡,KOSDAQ,벤처기업부,4375,1,5,0.11,4325,4405,4325,23935,104118755,41916236250,9580854,KSQ
2296,036000,KR7036000008,예림당,KOSDAQ,중견기업부,1817,1,2,0.11,1815,1817,1803,19784,35872881,41853281309,23034277,KSQ
2297,184230,KR7184230001,SGA솔루션즈,KOSDAQ,벤처기업부,772,1,22,2.93,757,797,754,240460,187299102,41832536928,54187224,KSQ
2298,372800,KR7372800003,아이티아이즈,KOSDAQ,벤처기업부,6940,2,-60,-0.86,7100,7150,6820,4287,29838130,41827310600,6026990,KSQ
2299,127710,KR7127710002,아시아경제,KOSDAQ,중견기업부,1198,2,-5,-0.42,1198,1201,1195,5901,7064838,41815090236,34904082,KSQ
2300,290270,KR7290270008,휴네시온,KOSDAQ,벤처기업부,4350,1,50,1.16,4350,4450,4345,50726,222677360,41793373200,9607672,KSQ
2301,192390,KR7192390003,윈하이텍,KOSDAQ,벤처기업부,3825,2,-35,-0.91,3860,3910,3815,16596,63796890,41788090575,10924991,KSQ
2302,37550K,KR737550K011,DL이앤씨우,KOSPI,,19700,2,-30,-0.15,19580,19800,19580,416,8182980,41643534500,2113885,STK
2303,060240,KR7060240009,룽투코리아,KOSDAQ,중견기업부,1635,2,-2,-0.12,1625,1649,1625,25133,41217012,41576879340,25429284,KSQ
2304,204630,KR7204630008,스튜디오산타클로스,KOSDAQ,투자주의환기종목(소속부없음),337,2,-7,-2.03,345,348,333,377634,127367913,41409611682,122877186,KSQ
2305,435620,KR7435620000,하나금융25호스팩,KOSDAQ,SPAC(소속부없음),9610,2,-100,-1.03,9780,9780,9610,15881,153678320,41342220000,4302000,KSQ
2306,006920,KR7006920003,모헨즈,KOSDAQ,중견기업부,3785,2,-25,-0.66,3810,3830,3765,18270,69288040,41332200000,10920000,KSQ
2307,089140,KR7089140008,넥스턴바이오,KOSDAQ,벤처기업부,4390,2,-10,-0.23,4420,4465,4330,17848,78297495,41281518650,9403535,KSQ
2308,001140,KR7001140003,국보,KOSPI,,3275,2,-175,-5.07,3435,3435,3200,154094,504874850,41231493475,12589769,STK
2309,025880,KR7025880006,케이씨피드,KOSDAQ,중견기업부,2465,2,-5,-0.2,2470,2470,2450,20060,49320050,41204589970,16715858,KSQ
2310,215790,KR7215790007,이노인스트루먼트,KOSDAQ,벤처기업부,1021,2,-13,-1.26,1022,1045,1017,43994,45026431,41129095129,40283149,KSQ
2311,045340,KR7045340007,토탈소프트,KOSDAQ,벤처기업부,4805,1,45,0.95,4760,4850,4725,8741,42035005,41121382200,8558040,KSQ
2312,045300,KR7045300001,성우테크론,KOSDAQ,중견기업부,4125,2,-15,-0.36,4125,4160,4095,8510,35091190,41083284000,9959584,KSQ
2313,243870,KR7243870003,굿센,KONEX,일반기업부,14200,2,-40,-0.28,14200,14200,14200,20,284000,41075360200,2892631,KNX
2314,115480,KR7115480006,씨유메디칼,KOSDAQ,벤처기업부,851,2,-5,-0.58,856,859,843,70658,60078979,41039098858,48224558,KSQ
2315,076610,KR7076610005,해성옵틱스,KOSDAQ,중견기업부,1606,2,-19,-1.17,1625,1625,1597,43280,69290983,40877835988,25453198,KSQ
2316,187790,KR7187790001,나노,KOSDAQ,벤처기업부,1325,2,-12,-0.9,1342,1342,1309,129569,171456924,40864099750,30840830,KSQ
2317,083640,KR7083640003,인콘,KOSDAQ,벤처기업부,524,2,-2,-0.38,526,526,519,51948,27116711,40725463924,77720351,KSQ
2318,189860,KR7189860000,서전기전,KOSDAQ,벤처기업부,4185,2,-45,-1.06,4190,4230,4180,13516,56670585,40589394300,9698780,KSQ
2319,036480,KR7036480002,대성미생물,KOSDAQ,중견기업부,10670,2,-10,-0.09,10660,10700,10610,9776,104105680,40546000000,3800000,KSQ
2320,001070,KR7001070002,대한방직,KOSPI,,7610,2,-40,-0.52,7650,7730,7580,5713,43540240,40333000000,5300000,STK
2321,003465,KR7003461001,유화증권우,KOSPI,,2305,1,5,0.22,2305,2305,2305,180,414900,40283159625,17476425,STK
2322,123750,KR7123750002,알톤스포츠,KOSDAQ,중견기업부,3160,1,20,0.64,3140,3160,3130,8252,25993950,40278298520,12746297,KSQ
2323,000950,KR7000950006,전방,KOSPI,,23950,2,-750,-3.04,24800,24800,23850,1552,37534900,40236000000,1680000,STK
2324,024070,KR7024070005,WISCOM,KOSPI,,2615,1,15,0.58,2585,2650,2580,16562,43173835,40078635370,15326438,STK
2325,343090,KR7343090007,HLB사이언스,KONEX,일반기업부,2455,1,10,0.41,2500,2530,2410,8610,21315035,40068951075,16321365,KNX
2326,045510,KR7045510005,정원엔시스,KOSDAQ,중견기업부,1239,2,-1,-0.08,1245,1245,1225,5758,7140344,39907312788,32209292,KSQ
2327,048470,KR7048470009,대동스틸,KOSDAQ,우량기업부,3985,2,-40,-0.99,4050,4055,3960,40625,162090865,39850000000,10000000,KSQ
2328,296640,KR7296640006,이노룰스,KOSDAQ,벤처기업부,7690,1,70,0.92,7620,7940,7580,13165,101218990,39820757880,5178252,KSQ
2329,137940,KR7137940003,넥스트아이,KOSDAQ,중견기업부,508,1,4,0.79,508,521,502,333138,169730952,39787063936,78320992,KSQ
2330,010400,KR7010400000,우진아이엔에스,KOSPI,,5220,2,-150,-2.79,5370,5370,5210,3080,16300850,39786840000,7622000,STK
2331,317240,KR7317240000,TS트릴리온,KOSDAQ,벤처기업부,411,1,3,0.74,413,414,401,872699,356142748,39703678875,96602625,KSQ
2332,050120,KR7050120005,ES큐브,KOSDAQ,벤처기업부,2925,1,100,3.54,2855,3270,2850,247974,767952870,39674951550,13564086,KSQ
2333,002690,KR7002690006,동일제강,KOSPI,,1947,2,-5,-0.26,1953,1953,1945,5728,11160324,39524800920,20300360,STK
2334,303360,KR7303360002,프로티아,KOSDAQ,기술성장기업부,3065,2,-5,-0.16,3070,3090,3045,14256,43558970,39468663975,12877215,KSQ
2335,131760,KR7131760001,파인텍,KOSDAQ,중견기업부,908,2,-6,-0.66,919,919,902,32524,29473258,39435877364,43431583,KSQ
2336,002680,KR7002680007,한탑,KOSDAQ,중견기업부,1220,2,-10,-0.81,1230,1252,1212,27567,33669382,39426494780,32316799,KSQ
2337,176590,KR7176590008,코나솔,KONEX,일반기업부,6770,2,-30,-0.44,6810,6950,6640,4601,31201440,39423964410,5823333,KNX
2338,163430,KR7163430002,디피코,KONEX,일반기업부,4010,0,0,0.0,0,0,0,0,0,39416507530,9829553,KNX
2339,130500,KR7130500002,GH신소재,KOSDAQ,중견기업부,2705,2,-25,-0.92,2700,2720,2695,11323,30648615,39344365660,14545052,KSQ
2340,030350,KR7030350003,드래곤플라이,KOSDAQ,중견기업부,566,2,-4,-0.7,570,573,563,223673,127181913,39274158718,69388973,KSQ
2341,008470,KR7008470007,부스타,KOSDAQ,벤처기업부,4665,2,-5,-0.11,4580,4670,4580,4212,19440500,39208392000,8404800,KSQ
2342,302920,KR7302920004,더콘텐츠온,KONEX,일반기업부,8590,0,0,0.0,0,0,0,0,0,39104763810,4552359,KNX
2343,016920,KR7016920001,카스,KOSDAQ,중견기업부,1476,2,-2,-0.14,1488,1495,1475,27461,40658680,39104462088,26493538,KSQ
2344,013000,KR7013000005,세우글로벌,KOSPI,,1358,3,0,0.0,1365,1365,1353,19535,26557947,38981432098,28705031,STK
2345,111870,KR7111870002,KH 전자,KOSDAQ,관리종목(소속부없음),2970,0,0,0.0,0,0,0,0,0,38800038420,13063986,KSQ
2346,001000,KR7001000009,신라섬유,KOSDAQ,중견기업부,1597,2,-2,-0.13,1599,1614,1589,4907,7876365,38771231380,24277540,KSQ
2347,060380,KR7060380003,동양에스텍,KOSDAQ,우량기업부,1959,2,-4,-0.2,1977,1977,1956,11335,22246481,38592300000,19700000,KSQ
2348,101000,KR7101000008,상상인인더스트리,KOSDAQ,관리종목(소속부없음),2055,2,-20,-0.96,2070,2090,2055,8641,17828600,38591765640,18779448,KSQ
2349,347700,KR7347700007,라이프시맨틱스,KOSDAQ,기술성장기업부,2460,2,-95,-3.72,2530,2540,2400,539133,1323223815,38534694600,15664510,KSQ
2350,246250,KR7246250005,에스엘에스바이오,KOSDAQ,기술성장기업부,5000,2,-20,-0.4,5040,5060,4950,8549,42488465,38370515000,7674103,KSQ
2351,219550,KR7219550001,디와이디,KOSDAQ,중견기업부,733,2,-19,-2.53,744,748,720,1031000,755684062,38325964185,52286445,KSQ
2352,005030,KR7005030002,부산주공,KOSPI,,486,0,0,0.0,0,0,0,0,0,38288532168,78782988,STK
2353,012620,KR7012620001,원일특강,KOSDAQ,우량기업부,8640,2,-70,-0.8,8690,8690,8620,8488,73460670,38016000000,4400000,KSQ
2354,065170,KR7065170003,비엘팜텍,KOSDAQ,중견기업부,427,1,7,1.67,428,434,422,179634,76921903,37990428693,88970559,KSQ
2355,130740,KR7130740004,티피씨글로벌,KOSDAQ,중견기업부,3355,1,50,1.51,3345,3375,3255,67502,224898555,37833258045,11276679,KSQ
2356,065570,KR7065570004,삼영이엔씨,KOSDAQ,벤처기업부,3065,2,-95,-3.01,3220,3220,3045,48464,148786480,37769982740,12322996,KSQ
2357,086060,KR7086060001,진바이오텍,KOSDAQ,중견기업부,4380,2,-30,-0.68,4410,4410,4355,35491,155203065,37714371060,8610587,KSQ
2358,092600,KR7092600006,앤씨앤,KOSDAQ,벤처기업부,1503,1,53,3.66,1500,1522,1453,75294,112473305,37700526051,25083517,KSQ
2359,093380,KR7093380004,풍강,KOSDAQ,중견기업부,3815,2,-10,-0.26,3770,3865,3760,10459,39729415,37689579095,9879313,KSQ
2360,252500,KR7252500004,세화피앤씨,KOSDAQ,중견기업부,904,2,-4,-0.44,908,912,900,28164,25448683,37503696560,41486390,KSQ
2361,452980,KR7452980006,신한제11호스팩,KOSDAQ,SPAC(소속부없음),1983,1,18,0.92,1960,1987,1960,128487,254217544,37488615000,18905000,KSQ
2362,054090,KR7054090006,삼진엘앤디,KOSDAQ,벤처기업부,1501,1,5,0.33,1496,1511,1491,52829,79281820,37463807232,24959232,KSQ
2363,000040,KR7000040006,KR모터스,KOSPI,,389,2,-16,-3.95,412,420,371,2641565,1036817941,37397862885,96138465,STK
2364,036180,KR7036180008,지더블유바이텍,KOSDAQ,중견기업부,595,2,-28,-4.49,618,623,585,678735,404288382,37219011795,62552961,KSQ
2365,267080,KR7267080000,세븐브로이맥주,KONEX,일반기업부,3120,1,40,1.3,3540,3540,2950,1084,3250135,37038792960,11871408,KNX
2366,095910,KR7095910006,에스에너지,KOSDAQ,중견기업부,1898,2,-28,-1.45,1922,1925,1892,70195,133759044,37019546694,19504503,KSQ
2367,079970,KR7079970000,투비소프트,KOSDAQ,벤처기업부,471,1,2,0.43,469,479,450,388294,180213245,36975856413,78505003,KSQ
2368,002820,KR7002820009,SUN&L,KOSPI,,2930,2,-5,-0.17,2940,2960,2870,9463,27571350,36941407770,12607989,STK
2369,080470,KR7080470008,성창오토텍,KOSDAQ,중견기업부,5050,2,-20,-0.39,5000,5210,5000,12187,62326240,36865000000,7300000,KSQ
2370,014910,KR7014910004,성문전자,KOSPI,,1632,2,-14,-0.85,1655,1655,1625,83026,135591800,36656327520,22460985,STK
2371,035460,KR7035460005,기산텔레콤,KOSDAQ,벤처기업부,2510,2,-35,-1.38,2555,2560,2500,41340,104130265,36589123400,14577340,KSQ
2372,084870,KR7084870005,TBH글로벌,KOSPI,,1752,2,-2,-0.11,1765,1765,1741,11619,20366562,36541146888,20856819,STK
2373,081580,KR7081580003,성우전자,KOSDAQ,중견기업부,2355,1,25,1.07,2330,2365,2330,62356,146237815,36521676765,15508143,KSQ
2374,101400,KR7101400000,엔시트론,KOSDAQ,중견기업부,617,2,-10,-1.59,628,628,605,136261,84046948,36517900208,59186224,KSQ
2375,044480,KR7044480002,블레이드 Ent,KOSDAQ,중견기업부,1071,3,0,0.0,1071,1080,1059,18165,19448540,36512469882,34091942,KSQ
2376,008600,KR7008600009,윌비스,KOSPI,,543,3,0,0.0,548,549,533,203143,109323830,36509169177,67236039,STK
2377,230980,KR7230980005,비유테크놀러지,KOSDAQ,벤처기업부,425,4,98,29.97,330,425,325,25734782,10552337682,36184755850,85140602,KSQ
2378,001420,KR7001420009,태원물산,KOSPI,,4745,2,-45,-0.94,4790,4800,4710,90,429395,36062000000,7600000,STK
2379,017000,KR7017000001,신원종합개발,KOSDAQ,중견기업부,3090,1,15,0.49,3095,3105,3060,18555,57119520,36054203430,11668027,KSQ
